online_copy_id,url,parsed,linked_full_code,ocr_title,ocr_description,ocr_start_year,ocr_end_year,ocr_institution,ocr_full_title_raw,ocr_sprava_number,ocr_raw_date_text,ocr_confidence,ocr_notes,ocr_images_used,ocr_error,dgs
ff97af6c-77ab-49fd-a074-9f490ef7645d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126687616,НМІУДСВ-(ТФ-5211-5+++ТФ-5211-5+++ТФ-5211-5),НМІУДСВ-ТФ1-5211-5,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Український військовий округ Трофейний фонд. Книга описного обліку фондів військовополонених та затриманих який її містить","Справа №: ІНВ. № 31 | Дата (як надруковано): Розпочато ""27"" липня 1944 р. Закінчено ""10"" жовтня 1946 р.",1944,1946,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Український військовий округ Трофейний фонд",Книга описного обліку фондів військовополонених та затриманих який її містить,ІНВ. № 31,"Розпочато ""27"" липня 1944 р. Закінчено ""10"" жовтня 1946 р.",high,,2,,126687616
46a4ff38-51b0-45cc-a644-2d02abeab472,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126687552,НМІУДСВ-(Тф-5211-6+++Тф-5211-6+++Тф-5211-6),НМІУДСВ-ТФ1-5211-6,Ківерцівський РВК. Сповіщення про загибель рядового й сержантського складу Червоної армії у роки Другої світової війни,"Справа №: 1 | Дата (як надруковано): 1944-1954рр. | Нотатки: МІНІСТЕРСТВО КУЛЬТУРИ УКРАЇНИ, НАЦІОНАЛЬНИЙ МУЗЕЙ ІСТОРІЇ УКРАЇНИ У ДРУГІЙ СВІТОВІЙ ВІЙНІ. МЕМОРІАЛЬНИЙ КОМПЛЕКС, Волинська область, Теремнівський РВК, Кількість: 200 од., Інвентарний номер / шифр: Вл-09508 – Вл-09707",1944,1954,Ківерцівський РВК,Сповіщення про загибель рядового й сержантського складу Червоної армії у роки Другої світової війни,1,1944-1954рр.,high,"МІНІСТЕРСТВО КУЛЬТУРИ УКРАЇНИ, НАЦІОНАЛЬНИЙ МУЗЕЙ ІСТОРІЇ УКРАЇНИ У ДРУГІЙ СВІТОВІЙ ВІЙНІ. МЕМОРІАЛЬНИЙ КОМПЛЕКС, Волинська область, Теремнівський РВК, Кількість: 200 од., Інвентарний номер / шифр: Вл-09508 – Вл-09707",2,,126687552
6150f0c1-a296-4910-8357-f04129a36d5c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126687553,НМІУДСВ-(Тф-5211-7+++Тф-5211-7+++Тф-5211-7),НМІУДСВ-ТФ1-5211-7,Ківерцівський РВК. Сповідення про загибель рядового й сержантського складу Червоної армії у роки Другої світової війни,Справа №: 2 | Дата (як надруковано): 1944-1954pp. | Нотатки: МІНІСТЕРСТВО КУЛЬТУРИ УКРАЇНИ. НАЦІОНАЛЬНИЙ МУЗЕЙ ІСТОРІЇ УКРАЇНИ У ДРУГІЙ СВІТОВІЙ ВІЙНІ. МЕМОРІАЛЬНИЙ КОМПЛЕКС. Волинська область. Теремнівський РВК. Inventory numbers: Вл-09708 – Вл-09907. Quantity: 200 од. Additional note: Копия Извещения. Извещение на убитого в бою Ефимчук Петра Петровича выслано Теремновецкому Райвоенкомату Волынской обл. 19 марта 1945 г. Нач. 2й части Н. Кайдаченко.,1944,1954,Ківерцівський РВК,Сповідення про загибель рядового й сержантського складу Червоної армії у роки Другої світової війни,2,1944-1954pp.,high,МІНІСТЕРСТВО КУЛЬТУРИ УКРАЇНИ. НАЦІОНАЛЬНИЙ МУЗЕЙ ІСТОРІЇ УКРАЇНИ У ДРУГІЙ СВІТОВІЙ ВІЙНІ. МЕМОРІАЛЬНИЙ КОМПЛЕКС. Волинська область. Теремнівський РВК. Inventory numbers: Вл-09708 – Вл-09907. Quantity: 200 од. Additional note: Копия Извещения. Извещение на убитого в бою Ефимчук Петра Петровича выслано Теремновецкому Райвоенкомату Волынской обл. 19 марта 1945 г. Нач. 2й части Н. Кайдаченко.,2,,126687553
393fd6d1-2254-43e2-9ea8-1ed9d14c2b1d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126687557,НМІУДСВ-(Тф-5211-8+++Тф-5211-8+++Тф-5211-8),НМІУДСВ-ТФ1-5211-8,"Ківерцівський РВК, Теремнівський РВК. Сповіщення про загибель рядового й сержантського складу Червоної армії у роки Другої світової війни","Справа №: 3 | Дата (як надруковано): 1944-1954рр. | Нотатки: Фонд номери: Вл-09908 – Вл-10077, Вл-11311 – Вл-11327 та ін.",1944,1954,"Ківерцівський РВК, Теремнівський РВК",Сповіщення про загибель рядового й сержантського складу Червоної армії у роки Другої світової війни,3,1944-1954рр.,high,"Фонд номери: Вл-09908 – Вл-10077, Вл-11311 – Вл-11327 та ін.",2,,126687557
25d950d3-185e-44cd-a3ff-67147e0a6c3e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=126687554,НМІУДСВ-(Тф-5211-9+++Тф-5211-9+++Тф-5211-9),НМІУДСВ-ТФ1-5211-9,МІНІСТЕРСТВО КУЛЬТУРИ УКРАЇНИ НАЦІОНАЛЬНИЙ МУЗЕЙ ІСТОРІЇ УКРАЇНИ У ДРУГІЙ СВІТОВІЙ ВІЙНІ. МЕМОРІАЛЬНИЙ КОМПЛЕКС Волинська область Ківерцівський РВК. Сповіщення про загибель рядового й сержантського складу Червоної армії у роки Другої світової війни,Справа №: 4 | Дата (як надруковано): 1944-1967рр.,1944,1967,МІНІСТЕРСТВО КУЛЬТУРИ УКРАЇНИ НАЦІОНАЛЬНИЙ МУЗЕЙ ІСТОРІЇ УКРАЇНИ У ДРУГІЙ СВІТОВІЙ ВІЙНІ. МЕМОРІАЛЬНИЙ КОМПЛЕКС Волинська область Ківерцівський РВК,Сповіщення про загибель рядового й сержантського складу Червоної армії у роки Другої світової війни,4,1944-1967рр.,high,,2,,126687554
1c5c709b-3a0d-4577-80ef-b1f4a35e20ea,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781375,НМІУДСВ-(ТФ-5212-1+++ТФ-5212-1+++ТФ-5212-1),НМІУДСВ-ТФ1-5212-1,"Сєвєродонецький міський військовий комісаріат Луганської області. Листування по розшуку, встановленню долі та місця поховання військовослужбовців у роки Великої Вітчизняної війни","Справа №: 117 | Дата (як надруковано): Розпочато: 21 вересня 1970 р. Закінчено: 30 грудня 1988 р. | Нотатки: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Зберігати 75 років, до 2080 р. ст. 1885 (переліку). Сєвєродонецький міський військовий комісаріат Луганської області (з 05.01.1970 р. Ворошиловградської області, з 05.05.1991 р. Луганської області). На 165 аркушах. Крім того, внутрішній опис на 3 аркушах і додатків до справи на __ аркушах. Відповідаю: спеціаліст Сєвєродонецького міського військового комісаріату з обліку на службовців Л.В. БОРОДАВКА.",1970,1988,Сєвєродонецький міський військовий комісаріат Луганської області,"Листування по розшуку, встановленню долі та місця поховання військовослужбовців у роки Великої Вітчизняної війни",117,Розпочато: 21 вересня 1970 р. Закінчено: 30 грудня 1988 р.,high,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Зберігати 75 років, до 2080 р. ст. 1885 (переліку). Сєвєродонецький міський військовий комісаріат Луганської області (з 05.01.1970 р. Ворошиловградської області, з 05.05.1991 р. Луганської області). На 165 аркушах. Крім того, внутрішній опис на 3 аркушах і додатків до справи на __ аркушах. Відповідаю: спеціаліст Сєвєродонецького міського військового комісаріату з обліку на службовців Л.В. БОРОДАВКА.",2,,123781375
8a605bf8-dcbe-4dd0-87c6-ee03c344c0c6,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781378,НМІУДСВ-(ТФ-5212-2+++ТФ-5212-2+++ТФ-5212-2),НМІУДСВ-ТФ1-5212-2,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ Сєвєродонецький міський військовий комісаріат Луганської області. Листування по розшуку, встановленню долі та місця поховання військовослужбовців у роки Великої Вітчизняної війни",Справа №: 117 | Дата (як надруковано): Розпочато: 03 січня 1989 р. Закінчено: 17 березня 2005 р.,1989,2005,МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ Сєвєродонецький міський військовий комісаріат Луганської області,"Листування по розшуку, встановленню долі та місця поховання військовослужбовців у роки Великої Вітчизняної війни",117,Розпочато: 03 січня 1989 р. Закінчено: 17 березня 2005 р.,high,,2,,123781378
38eba3ab-88fb-42e6-8eb0-b03e0a958b4e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781283,НМІУДСВ-(ТФ-5213-10+++ТФ-5213-10+++ТФ-5213-10),НМІУДСВ-ТФ1-5213-10,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Фрунзенський районний військовий комісаріат Ворошиловградської області. Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків на літеру «А-Ш»","Справа №: 18 | Дата (як надруковано): За 1943 -1960 рік, Розпочато 12 травня 1943 р., Закінчено 13 травня 1960 р. | Нотатки: Зберігати 75 років до 2035 р. Ст. 1835 переліку. Інв. № 720. На 112 аркушах. Крім того облікові описи на 3 аркушах. Додаткові справи на 2 аркушах. Підпис військового комісара Кам’янобрідського РВК С.Ю.Далевський.",1943,1960,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Фрунзенський районний військовий комісаріат Ворошиловградської області","Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків на літеру «А-Ш»",18,"За 1943 -1960 рік, Розпочато 12 травня 1943 р., Закінчено 13 травня 1960 р.",high,Зберігати 75 років до 2035 р. Ст. 1835 переліку. Інв. № 720. На 112 аркушах. Крім того облікові описи на 3 аркушах. Додаткові справи на 2 аркушах. Підпис військового комісара Кам’янобрідського РВК С.Ю.Далевський.,2,,123781283
e8f23128-c1d5-4ebd-bd30-9568eb7f1fae,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781363,НМІУДСВ-(ТФ-5213-11+++ТФ-5213-11+++ТФ-5213-11),НМІУДСВ-ТФ1-5213-11,Слов'яносербський районний військовий комісаріат Ворошиловградської області. Поіменні списки безповоротних втрат рядового та сержантського складу по Слов'яносербському райвійськкомату,"Справа №: 8 | Дата (як надруковано): Розпочато ""19"" лютого 1945 р. Закінчено ""11"" червня 1947 р. | Нотатки: (с з 18.03.58 по 6.01.70 Слов'яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов'яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Слов'яносербський районний військовий комісаріат Луганської області). На 56 аркушах. Крім того внутрішній опис на 2 аркушах. Зберігати 75 років до 2022 р. Ст. 1885 переліку. Інв. № 993. На ""56"" аркушах.",1945,1947,Слов'яносербський районний військовий комісаріат Ворошиловградської області,Поіменні списки безповоротних втрат рядового та сержантського складу по Слов'яносербському райвійськкомату,8,"Розпочато ""19"" лютого 1945 р. Закінчено ""11"" червня 1947 р.",high,"(с з 18.03.58 по 6.01.70 Слов'яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов'яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Слов'яносербський районний військовий комісаріат Луганської області). На 56 аркушах. Крім того внутрішній опис на 2 аркушах. Зберігати 75 років до 2022 р. Ст. 1885 переліку. Інв. № 993. На ""56"" аркушах.",2,,123781363
143dcf5b-0319-4d81-ba4d-9975f12155c7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781379,НМІУДСВ-(ТФ-5213-12+++ТФ-5213-12+++ТФ-5213-12),НМІУДСВ-ТФ1-5213-12,Слов'яносербський районний військовий комісаріат Ворошиловградської області. Листування по розшуку загиблих воїнів у роки Великої Вітчизняної війни,"Справа №: 9 | Дата (як надруковано): Розпочато ""20"" липня 1945 р. Закінчено ""05"" грудня 1989 р. | Нотатки: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. (з 1.03.58 по 6.01.70 Слов'яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов'яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Слов'яносербський районний військовий комісаріат Луганської області). Зберігати 45 років до 2064 р. Ст. 1885 переліку. Інв. № 904. На 83 аркушах. Крім того внутрішній опис на 2 аркушах. Додатків до справи на 11 аркушах. Вірно: заступник військового комісара Кам'янобрідського ОРВК майор С.М.Лопатін.",1945,1989,Слов'яносербський районний військовий комісаріат Ворошиловградської області,Листування по розшуку загиблих воїнів у роки Великої Вітчизняної війни,9,"Розпочато ""20"" липня 1945 р. Закінчено ""05"" грудня 1989 р.",high,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. (з 1.03.58 по 6.01.70 Слов'яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов'яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Слов'яносербський районний військовий комісаріат Луганської області). Зберігати 45 років до 2064 р. Ст. 1885 переліку. Інв. № 904. На 83 аркушах. Крім того внутрішній опис на 2 аркушах. Додатків до справи на 11 аркушах. Вірно: заступник військового комісара Кам'янобрідського ОРВК майор С.М.Лопатін.",2,,123781379
bc70a3b8-713f-4cd3-93fe-b7524559ee54,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781425,НМІУДСВ-(ТФ-5213-13+++ТФ-5213-13+++ТФ-5213-13),НМІУДСВ-ТФ1-5213-13,Фрунзенський районний військовий комісаріат Ворошиловградської області (з 18.03.1958 р. Фрунзенський районний військовий комісаріат Луганської області). Листування по розшуку загиблих воїнів у роки Великої Вітчизняної війни,Справа №: 10 | Дата (як надруковано): Розпочато: «13» січня 1943 р. Закінчено: «21» березня 1960 р. | Нотатки: Under МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Stored for 75 years until 2035. Record 1885 in the list. Inventory number 995. Consists of 102 pages. The document is signed by Заступник військового комісара Кав’янобрідського РВК майор Є.М.Лопатін.,1943,1960,Фрунзенський районний військовий комісаріат Ворошиловградської області (з 18.03.1958 р. Фрунзенський районний військовий комісаріат Луганської області),Листування по розшуку загиблих воїнів у роки Великої Вітчизняної війни,10,Розпочато: «13» січня 1943 р. Закінчено: «21» березня 1960 р.,high,Under МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Stored for 75 years until 2035. Record 1885 in the list. Inventory number 995. Consists of 102 pages. The document is signed by Заступник військового комісара Кав’янобрідського РВК майор Є.М.Лопатін.,2,,123781425
49de495d-735a-4192-8e6d-908b00aca54d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781389,НМІУДСВ-(Тф-5213-14+++Тф-5213-14+++Тф-5213-14),НМІУДСВ-ТФ1-5213-14,"МИНИСТЕРСТВО ОБОРОНИ УКРАЇНИ, Слов'яносербський районний військовий комісаріат Ворошиловградської області. Алфавітна книга безворотніх утрат військовослужбовців","Справа №: 7 | Дата (як надруковано): Розпочато 11 1936 р. Закінчено 14 03 1994 р. | Нотатки: Зберігати 75 років до 2069 р. Ст. 1886 переліку. Інв. № 719. (з 18.03.58 по 6.01.70 Слов'яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов'яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Слов'яносербський районний військовий комісаріат Луганської області). На 118 аркушах.",1936,1994,"МИНИСТЕРСТВО ОБОРОНИ УКРАЇНИ, Слов'яносербський районний військовий комісаріат Ворошиловградської області",Алфавітна книга безворотніх утрат військовослужбовців,7,Розпочато 11 1936 р. Закінчено 14 03 1994 р.,high,"Зберігати 75 років до 2069 р. Ст. 1886 переліку. Інв. № 719. (з 18.03.58 по 6.01.70 Слов'яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов'яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Слов'яносербський районний військовий комісаріат Луганської області). На 118 аркушах.",2,,123781389
f363fe40-1aab-442f-8704-525159d0d160,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781249,НМІУДСВ-(ТФ-5213-1+++ТФ-5213-1+++ТФ-5213-1),НМІУДСВ-ТФ1-5213-1,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Слов'яносербський районний військовий комісаріат Ворошиловградської області. СПРАВА № 9. Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1942-1994 рік на літеру «А-Б»","Справа №: 9 | Дата (як надруковано): за 1942-1994 рік. Розпочато "" 12 - березня 1942 р."". Закінчено "" 14 - березня 1994 р."". Зберігати 45 років до 2069 р. | Нотатки: Зберігати 45 років до 2069 р. Ст. 1885 переліку. Інв. № 421. На 222 аркушах. Крім того внутрішній опис на 5 аркушах. Додатки до справи на 1 аркушах. Signed by 'Нач. заст. військового комісара Кам'янобрідського ОРВК майор С.Ю.Далевський'.",1942,1994,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Слов'яносербський районний військовий комісаріат Ворошиловградської області","СПРАВА № 9. Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1942-1994 рік на літеру «А-Б»",9,"за 1942-1994 рік. Розпочато "" 12 - березня 1942 р."". Закінчено "" 14 - березня 1994 р."". Зберігати 45 років до 2069 р.",high,Зберігати 45 років до 2069 р. Ст. 1885 переліку. Інв. № 421. На 222 аркушах. Крім того внутрішній опис на 5 аркушах. Додатки до справи на 1 аркушах. Signed by 'Нач. заст. військового комісара Кам'янобрідського ОРВК майор С.Ю.Далевський'.,2,,123781249
19369905-9a09-471a-8f36-df6c057e58e2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781246,НМІУДСВ-(ТФ-5213-2+++ТФ-5213-2+++ТФ-5213-2),НМІУДСВ-ТФ1-5213-2,"Слов’яносербський районний військовий комісаріат Ворошиловградської області. Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1941-1990 рік на літеру «В-Г»","Справа №: 10 | Дата (як надруковано): 1941-1990 рік | Нотатки: Parent institution: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ; Institution's historical name and location changes: (з 18.03.58 по 6.01.70 Слов”яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов”яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Слов”яносербський районний військовий комісаріат Луганської області); Storage: Зберігати 45 років до 2065 р.; Inventory numbers: Ст. 1885 переліку, Інв. № 722; File processing start date: 10 серпня 1941 р.; File processing end date: 20 липня 1990 р.; Page count: На -137- аркушах; Additional inventory: Крім того внесено опис на 3 аркушах; Sealed by: Врио. заступник військового комісара Кам’янобрідського ОРВК С.Ю.Далевський (as per stamp dated 28 липня 1990)",1941,1990,Слов’яносербський районний військовий комісаріат Ворошиловградської області,"Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1941-1990 рік на літеру «В-Г»",10,1941-1990 рік,high,"Parent institution: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ; Institution's historical name and location changes: (з 18.03.58 по 6.01.70 Слов”яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов”яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Слов”яносербський районний військовий комісаріат Луганської області); Storage: Зберігати 45 років до 2065 р.; Inventory numbers: Ст. 1885 переліку, Інв. № 722; File processing start date: 10 серпня 1941 р.; File processing end date: 20 липня 1990 р.; Page count: На -137- аркушах; Additional inventory: Крім того внесено опис на 3 аркушах; Sealed by: Врио. заступник військового комісара Кам’янобрідського ОРВК С.Ю.Далевський (as per stamp dated 28 липня 1990)",2,,123781246
814bc7b3-34ee-4ccb-b9c3-c8d52d666ecc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781238,НМІУДСВ-(ТФ-5213-3+++ТФ-5213-3+++ТФ-5213-3),НМІУДСВ-ТФ1-5213-3,"Слов'яносербський районний військовий комісаріат Ворошиловградської області. Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1942-1996 рік на літеру «Д-И»","Справа №: 11 | Дата (як надруковано): за 1942-1996 рік. Розпочато ""23"" СЕРПНЯ 1942 р. Закінчено ""30"" ВЕРЕСНЯ 1996 р. | Нотатки: Зберігати 75 років до 2041 р. Інв. № 723. (з 18.03.58 по 6.01.70 Слов'яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов'яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2005 рік Слов'яносербський районний військовий комісаріат Луганської області) (найменування військової частини, установи). Крім того внутрішній опис на 4 аркушах. На 195 аркушах. Звірено: заступник військового комісара Кам'янобрідського ОРВК майор С.Ю.Далевський.",1942,1996,Слов'яносербський районний військовий комісаріат Ворошиловградської області,"Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1942-1996 рік на літеру «Д-И»",11,"за 1942-1996 рік. Розпочато ""23"" СЕРПНЯ 1942 р. Закінчено ""30"" ВЕРЕСНЯ 1996 р.",high,"Зберігати 75 років до 2041 р. Інв. № 723. (з 18.03.58 по 6.01.70 Слов'яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов'яносербський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2005 рік Слов'яносербський районний військовий комісаріат Луганської області) (найменування військової частини, установи). Крім того внутрішній опис на 4 аркушах. На 195 аркушах. Звірено: заступник військового комісара Кам'янобрідського ОРВК майор С.Ю.Далевський.",2,,123781238
c90986a5-b1eb-43c9-b3eb-7329c1edef47,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781231,НМІУДСВ-(ТФ-5213-4+++ТФ-5213-4+++ТФ-5213-4),НМІУДСВ-ТФ1-5213-4,"Слов’яносербський районний військовий комісаріат. Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1942-1996 рік на літеру «К»","Справа №: 12 | Дата (як надруковано): за 1942-1996 рік. Розпочато ""12"" лютого 1942 р. Закінчено ""18"" листопада 1996 р. | Нотатки: Зберігати 45 років до 2041 р. Ст. 1885 переліку. Інв. № 724. На 220 аркушах. Крім того внутрішній опис на 5 аркушах. Додатки та справи на 7 аркушах. Історична довідка про найменування військової частини установи: з 18.03.58 по 6.01.70 Слов’яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов’яносербський районний військовий комісаріат Ворошиловградської області з 10.05.90 по 2002 рік Слов’яносербський районний військовий комісаріат Луганської області. Назва області для комісаріату на обкладинці: Ворошиловградської області.",1942,1996,Слов’яносербський районний військовий комісаріат,"Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1942-1996 рік на літеру «К»",12,"за 1942-1996 рік. Розпочато ""12"" лютого 1942 р. Закінчено ""18"" листопада 1996 р.",high,"Зберігати 45 років до 2041 р. Ст. 1885 переліку. Інв. № 724. На 220 аркушах. Крім того внутрішній опис на 5 аркушах. Додатки та справи на 7 аркушах. Історична довідка про найменування військової частини установи: з 18.03.58 по 6.01.70 Слов’яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов’яносербський районний військовий комісаріат Ворошиловградської області з 10.05.90 по 2002 рік Слов’яносербський районний військовий комісаріат Луганської області. Назва області для комісаріату на обкладинці: Ворошиловградської області.",2,,123781231
fd035bbc-caca-4075-80df-ea32d60de2b1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781224,НМІУДСВ-(ТФ-5213-5+++ТФ-5213-5+++ТФ-5213-5),НМІУДСВ-ТФ1-5213-5,"Слов’яносербський районний військовий комісаріат Ворошиловградської області. Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1942 -1991 рік на літеру «Л-О»","Справа №: 13 | Дата (як надруковано): Розпочато ""5"" травня 1942 р. Закінчено ""13"" червня 1991 р. | Нотатки: Parent body: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Historical institutional changes mentioned: (з 18.03.58 по 6.01.70 Кам’янобрідський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Кам’янобрідський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Кам’янобрідський районний військовий комісаріат Луганської області)",1942,1991,Слов’яносербський районний військовий комісаріат Ворошиловградської області,"Сповіщення на загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1942 -1991 рік на літеру «Л-О»",13,"Розпочато ""5"" травня 1942 р. Закінчено ""13"" червня 1991 р.",high,"Parent body: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ. Historical institutional changes mentioned: (з 18.03.58 по 6.01.70 Кам’янобрідський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Кам’янобрідський районний військовий комісаріат Ворошиловградської області, з 10.05.90 по 2002 рік Кам’янобрідський районний військовий комісаріат Луганської області)",2,,123781224
35425b4e-20ee-4e74-8ef9-66918c16f8b7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=123781253,НМІУДСВ-(ТФ-5213-6+++ТФ-5213-6+++ТФ-5213-6),НМІУДСВ-ТФ1-5213-6,"Слов'яносербський районний військовий комісаріат. СПРАВА № 14 Сповіщення за загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1941-1959 рік на літеру «П»","Справа №: 14 | Дата (як надруковано): 1941-1959 рік | Нотатки: МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Ворошиловградської області, Історія підпорядкування: (з 18.03.58 по 6.01.70 Слов’яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов’яносербський районний військовий комісаріат Ворошиловградської області з 10.05.90 по 2002 рік Слов’яносербський районний військовий комісаріат Луганської області), Зберігати 75 років до 2064 р., Ст. 1835 переліку, Інв. № 726, Крім того внутрішній опис на 3 аркушах, Додатків до справи на 1/2 аркушах, Вірно Заступник військового комісара Слов'яносербського РВК С.Ю.Далевський, Справа розпочата 20 липня 1941 р. та закінчена 30 листопада 1989. На 119 аркушах.",1941,1959,Слов'яносербський районний військовий комісаріат,"СПРАВА № 14 Сповіщення за загиблих та померлих військовослужбовців рядових, сержантів, старшин та прапорщиків за 1941-1959 рік на літеру «П»",14,1941-1959 рік,high,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, Ворошиловградської області, Історія підпорядкування: (з 18.03.58 по 6.01.70 Слов’яносербський районний військовий комісаріат Луганської області, з 6.01.70 по 10.05.90 Слов’яносербський районний військовий комісаріат Ворошиловградської області з 10.05.90 по 2002 рік Слов’яносербський районний військовий комісаріат Луганської області), Зберігати 75 років до 2064 р., Ст. 1835 переліку, Інв. № 726, Крім того внутрішній опис на 3 аркушах, Додатків до справи на 1/2 аркушах, Вірно Заступник військового комісара Слов'яносербського РВК С.Ю.Далевський, Справа розпочата 20 липня 1941 р. та закінчена 30 листопада 1989. На 119 аркушах.",2,,123781253
