487	Циківське волосне правління, с. Цикова Кам'янецького повіту Подільської губернії	1882-1882	1	0
488	Трительницьке волосне правління, с. Трительники Проскурівського повіту Подільської губернії	1905-1905	1	1
489	Ходаковецьке волосне правління, с. Ходаківці Проскурівського повіту Подільської губернії	1875-1878	1	0
490	Зятковецьке волосне правління, с. Зятківці Гайсинського повіту Подільської губернії	1866-1869	1	0
491	Кривинське волосне правління, с. Кривин Заславського повіту Волинської губернії	1871-1880	1	0
492	Старосинявське волосне правління, м-ко Стара Синява Літинського повіту Подільської губернії	1903-1910	1	0
493	Бахматовецьке волосне правління, с. Бахматівці Летичівського повіту Подільської губернії	1882-1912	1	0
494	Ушицький повітовий комітет опікування про народну тверезість, м. Нова Ушиця Ушицького повіту Подільської губернії	1913-1913	1	0
495	Летичівський повітовий комітет опікування про народну тверезість, м. Летичів Летичівського повіту Подільської губернії	1916-1917	1	0
496	Проскурівська міщанська управа, м. Проскурів Проскурівського повіту Подільської губернії	1893-1893	1	0
497	Кам'янецьке 5 класне міське церковнопарафіяльне училище, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1897-1897	1	0
498	Кам'янець-Подільське місцеве управління товариства опікування про хворих та поранених воїнів, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1873-1878	1	0
500	Кам'янецький повітовий комітет з урегулювання натуральних повинностей, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1841-1873	1	0
502	Мировий посередник 1-ї дільниці Кам'янецького повіту, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1899-1901	1	2
504	Проскурівське відділення Південно-Російського промислового банку, м. Проскурів Проскурівського повіту Подільської губернії	1903-1917	1	0
505	Киликіївське сільське правління, с. Киликіїв НовоградВолинського повіту Волинської губернії	1866-1866	1	1
506	Волосовецьке сільське правління, с. Волосівці Летичівського повіту Подільської губернії	1876-1876	1	0
507	Канцелярія начальника Південно-Західного митного округу, м. Радзивилів Волинської губернії	1907-1913	2	0
508	Військово-санітарний потяг № 96	1916-1917	1	0
591	Ушицьке духовне правління, м. Нова Ушиця Ушицького повіту Подільської губернії	1796-1858	3	8
592	Летичівське духовне правління, м. Летичів Летичівського повіту Подільської губернії	1800-1871	2	30
593	Ушицький повітовий земський суд, м. Нова Ушиця Ушицького повіту Подільської губернії	1808-1849	1	0
594	Проскурівський повітовий апеляційний межовий суд, м. Проскурів Проскурівського повіту Подільської губернії	1828-1840	1	0
597	Судовий слідчий 3-ї дільниці Кам'янецького повіту, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1864-1864	1	0
598	Судовий слідчий 2-ї дільниці Кам'янецького повіту, м-ко Гусятин Кам'янецького повіту Подільської губернії	1862-1905	1	0
599	Судовий слідчий 1-ї дільниці Кам'янецького повіту, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1875-1880	1	0
600	Судовий слідчий 4-ї дільниці Кам'янецького повіту, м-ко Смотрич Кам'янецького повіту Подільської губернії	1875-1877	1	0
601	Судовий слідчий 2-ї дільниці Ушицького повіту, м. Нова Ушиця Ушицького повіту Подільської губернії	1876-1880	1	0
602	Судовий слідчий 2-ї дільниці Літинського повіту, м. Літин Літинського повіту Подільської губернії	1878-1879	1	0
603	Судовий слідчий 1-ї дільниці Ушицького повіту, м-ко Дунаївці Ушицького повіту Подільської губернії	1875-1876	1	0
610	Кам'янецький повітовий земський справник, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1833-1910	1	0
611	Пристав 4-го стану Проскурівського повіту, м. Проскурів Проскурівського повіту Подільської губернії	1872-1872	1	0
612	Кам'янецька міська тюрма, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1870-1880	1	0
Р42	Виконком Бахматовецької районної ради	1923-1928	1	0
613	Вокулович Іван Никанорович – нотаріус, м. Ізяслав Ізяславського повіту Волинської губернії	1914-1918	1	0
614	Кам'янець-Подільський губернський інспектор поліцейської варти, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1915-1915	1	0
615	Барановський Михайло Петрович – нотаріус, м. Заслав Заславського повіту (з 1910 р. – м. Ізяслав Ізяславського повіту) Волинської губернії	1902-1913	1	0
616	Кам'янецьке повітове з військових справ присутствіє, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1884-1919	1	0
617	Помічник начальника Подільського губернського жандармського управління, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1904-1910	1	0
618	Редакція газети “Вісник”, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1912-1919	1	0
619	Управління Кам'янецького повітового військового начальника, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1904-1919	1	0
620	Кам'янець-Подільська школа урядників Подільської губернії, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1915-1915	1	1
622	Мировий суддя 1-ї дільниці Літинського судово-мирового округу, м. Літин Літинського повіту Подільської губернії	1906-1906	1	0
623	Проскурівська міська поліція, м. Проскурів Проскурівського повіту Подільської губернії	1859-1859	1	0
625	Барсов Петро Віссаріонович – нотаріус, м-ко Волочиськ Старокостянтинівського повіту Волинської губернії	1902-1912	1	0
626	Ушицький повітовий військовий начальник, м. Нова Ушиця Ушицького повіту Подільської губернії	1903-1908	1	0
627	Подільське губернське поєднане присутствіє із забезпечення православного духовенства та у селянських справах, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1876-1889	1	0
629	Подільське губернське у справах про товариства присутствіє, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1908-1914	1	0
630	Ушицьке повітове з військової повинності присутствіє, м. Нова Ушиця Ушицького повіту Подільської губернії	1906-1917	1	0
631	Подільське губернське рекрутське присутствіє, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		2	8
633	Голембіовський Микола Євдокимович – нотаріус, м. Заслав Заславського повіту Волинської губернії		1	0
634	Кам'янець-Подільська військово-слідча комісія, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
635	Комісія військового суду при Кам'янець-Подільському батальйоні внутрішньої варти, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
636	Комісія військового суду при Кавказькому лінійному 9-му батальйоні, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
637	Комісія військового суду при Житомирському внутрішньому гарнізоні, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
638	Військово-судова комісія при Летичівському повітовому суді, м. Летичів Летичівського повіту Подільської губернії		1	0
639	Комісія військового суду при 132-му піхотному Гренадерському полку, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
640	Комісія військового суду при управлінні Бессарабського губернського військового начальника, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
641	Комісія змішаного військового суду при Кам'янецькому повітовому суді, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
642	Комісія військового суду при управлінні Кам'янецьПодільського військового начальника, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
643	Комісія польового військового суду, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
645	Комісія, заснована у справі про відмежування казенного села Лисець від суміжних приватних маєтків, м-ко Жванчик Ушицького повіту Подільської губернії		1	0
647	Комісія у справах осіб, які вишукували вольності, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
648	Управління Подільського губернського військового начальника, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
650	Кам'янецька окрема комісія для розгляду справ заколотників, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	0
651	Проскурівське повітове рекрутське присутствіє, м. Проскурів Проскурівського повіту Подільської губернії	1867-1867	1	0
652	Податковий інспектор Кам'янецького повіту, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1910-1917	1	0
655	Податковий інспектор Проскурівського повіту, м. Проскурів Проскурівського повіту Подільської губернії	1897-1912	1	0
656	Штаб 9-ї піхотної дивізії	1863-1864	1	0
657	Біляно-Шаргородське волосне правління, м-ко Шаргород Могилівського повіту Подільської губернії	1912-1912	1	0
662	Миньковецьке волосне правління, м-ко Миньківці Ушицького повіту Подільської губернії	1882-1882	1	0
663	Завідуючий Кам'янецьким піщано-яровим районом Волинсько-Подільського округу, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1911-1912	1	0
665	Заславське волосне правління, м. Заслав Заславського повіту Волинської губернії	1894-1894	1	0
666	Полонська міщанська управа, м-ко Полонне Заславського (з 1910 р. –Ізяславського) повіту Волинської губернії	1894-1915	1	44
667	Мировий посередник 1-ї дільниці Заславського повіту, м. Заслав Заславського повіту Волинської губернії	1863-1864	1	0
668	Мировий посередник 2-ї дільниці Заславського повіту, м. Заслав Заславського повіту Волинської губернії	1894-1894	1	0
669	Мировий посередник 1-ї дільниці Старокостянтинівського повіту, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1905-1905	1	5
670	Судовий слідчий Житомирського окружного суду 4 дільниці Заславського повіту, м-ко Полонне Заславського (з 1910 р. –Ізяславського) повіту Волинської губернії	1907-1916	1	0
671	Полонський волосний суд, м-ко Полонне Заславського (з 1910 р. – Ізяславського) повіту Волинської губернії	1910-1916	1	0
672	Старокостянтинівський повітовий предводитель дворянства, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1858-1858	1	0
673	Полонське волосне правління, м-ко Полонне Заславського повіту Волинської губернії	1900-1900	1	0
674	Заславське повітове в чиншових справах присутствіє, м. Заслав Заславського повіту (з 1910 р. – м. Ізяслав Ізяславського повіту) Волинської губернії	1822-1911	2	1844
675	Полонське волосне в чиншових справах присутствіє, м-ко Полонне Заславського (з 1910 р. – Ізяславського) повіту Волинської губернії	1866-1913	1	0
676	Подільський губернський комітет з переселення євреїв, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії		1	110
677	Подільська губернська верхня розправа, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1796-1796	1	1
49	Фамільний фонд Потоцьких		1	1
678	Подільський військовий губернатор, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1852-1861	1	0
679	Кам'янецьке повітове в чиншових справах присутствіє, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1886-1913	1	0
680	Летичівське повітове в чиншових справах присутствіє, м. Летичів Летичівського повіту Подільської губернії	1887-1907	1	0
681	Летичівський повітовий лікар, м. Летичів Летичівського повіту Подільської губернії	1841-1891	1	1
682	Подільський губернський комітет з конярства, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1846-1861	2	1
683	Подільський губернський комітет громадського здоров'я, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1853-1882	1	0
684	Кам'янецька приватна жіноча гімназія Славутинської, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1915-1919	1	0
686	Теофіпольська поштово-телеграфна контора, м-ко Теофіполь Старокостянтинівського повіту Волинської губернії	1903-1913	2	1
687	Генеральний Вікарій Кам'янецької єпархії духовного відомства римо-католицького віросповідання, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1857-1857	1	0
688	Старокостянтинівське дільничне у справах про прибутковий податок присутствіє, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1917-1918	1	0
689	Візітатор монастирів Кам'янецької єпархії прелат Павловський, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1846-1853	1	0
690	Барсов Петро Віссаріонович – нотаріус, м. Заслав Заславського повіту Волинської губернії	1899-1901	1	0
691	Голембіовський Микола Євдокимович – нотаріус, м-ко Волочиськ Старокостянтинівського повіту Волинської губернії	1885-1894	1	0
692	Старокостянтинівський повітовий суд, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1795-1872	1	0
693	Колініченко Костянтин Олексійович – нотаріус, м-ко Славута Заславського (з 1910 р. – Ізяславського) повіту Волинської губернії	1898-1914	1	0
694	Самчинське поштово-телеграфне відділення, с. Самчики Старокостянтинівського повіту Волинської губернії	1914-1914	1	0
695	Судилківська поштово-телеграфна контора Київського поштово-телеграфного округу, м-ко Судилків Заславського (з 1910 р. – Ізяславського) повіту Волинської губернії	1909-1914	1	0
696	Антонінська поштово-телеграфна контора, м-ко Антоніни Ізяславського повіту Волинської губернії	1912-1913	1	0
697	Уніївська поштово-телеграфна контора, с. Уніїв Острозького повіту Волинської губернії	1916-1917	1	0
698	Красилівська поштово-телеграфна контора, м-ко Красилів Старокостянтинівського повіту Волинської губернії	1915-1917	1	0
699	Држевецький Йосип Миколайович – нотаріус, м-ко Волочиськ Старокостянтинівського повіту Волинської губернії	1880-1885	1	0
700	Дяченко Віктор Вікторович – нотаріус, м-ко Славута Заславського повіту Волинської губернії	1883-1883	1	0
701	Соколовський Єлизар Захарович – нотаріус, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1895-1895	1	0
702	Кам'янецька повітова шляхова комісія, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1839-1852	1	0
703	Старокостянтинівське повітове в чиншових справах присутствіє, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1822-1915	2	0
704	Заславсько-Старокостянтинівське повітове в чиншових справах присутствіє, м. Заслав Заславського повіту Волинської губернії	1887-1908	1	0
705	Старокостянтинівське повітове казначейство, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1863-1875	1	0
706	Заславська повітова у справах про вибори до Державної Думи комісія, м. Заслав Заславського повіту Волинської губернії	1906-1907	1	0
707	Старокостянтинівська повітова у справах про вибори до ІІІ Державної Думи комісія, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1907-1909	1	0
708	Старокостянтинівське повітове рекрутське присутствіє, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1868-1874	1	3
710	Старокостянтинівський земський суд, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1796-1859	1	0
711	Заславський земський суд, м. Заслав Заславського повіту Волинської губернії	1795-1852	2	0
712	Старокостянтинівське міське з квартирного податку присутствіє, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1898-1915	1	0
713	Заславське міське з квартирного податку присутствіє, м. Заслав Заславського повіту Волинської губернії		1	1
714	Заславська повітова дворянська опіка, м. Заслав Заславського повіту Волинської губернії	1861-1861	1	0
715	Старокостянтинівське духовне правління, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1806-1806	1	0
716	Старокостянтинівський совісний суд, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1868-1871	1	0
717	Канцелярія єпископа Кам'янецької єпархії духовного відомства римо-католицького віросповідання, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1800-1841	2	0
718	Пристав 4-го стану Заславського повіту, м-ко Славута Заславського (з 1910 р. – Ізяславського) повіту Волинської губернії	1887-1913	1	0
719	Пристав 4-го стану Заславського повіту, м-ко Славута Заславського (з 1910 р. – Ізяславського) повіту Волинської губернії	1887-1913	1	0
720	Подільський верхній земський суд, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1796-1797	1	0
721	Подільське українське товариство “Просвіта”, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1908-1918	1	2
722	Старокостянтинівський міський магістрат, м. Старокостянтинів Старокостянтинівського повіту Волинської губернії	1796-1798	1	7
723	Подільський губернський магістрат, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1796-1798	1	0
724	Подільський губернський межовий апеляційний суд, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1821-1840	1	0
726	Базалійський повітовий суд, м-ко Базалія Старокостянтинівського повіту Волинської губернії	1796-1796	1	0
727	Вербовецька міська ратуша, м-ко Вербовець Ушицького повіту Подільської губернії	1803-1835	2	16
728	Базалійське волосне правління, м-ко Базалія Старокостянтинівського повіту Волинської губернії	1893-1910	1	0
729	Корчівське волосне правління, с. Корчівка Старокостянтинівського повіту Волинської губернії	1911-1911	1	0
730	Судилківське волосне правління, м-ко Судилків Заславського повіту Волинської губернії	1900-1904	1	0
731	Вербицький запасний магазин, с. Вербка Кам'янецького повіту Подільської губернії	1885-1885	1	0
733	Фрампольське поштово-телеграфне відділення, м-ко Фрамполь Кам'янецького повіту Подільської губернії	1891-1917	1	0
734	Проскурівський повітовий справник, м. Проскурів Проскурівського повіту Подільської губернії	1915-1915	1	0
735	Подільська губернська комісія для розгляду духовних справ, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1821-1832	1	0
736	Кам'янець-Подільська повітова латинська школа, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1787-1831	1	0
737	Кам'янецьке повітове відділення Подільської єпархіальної училищної ради, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1915-1915	1	0
738	Кам'янецьке духовне правління, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1798-1858	1	2
739	Проскурівське духовне правління, м. Проскурів Проскурівського повіту Подільської губернії	1800-1890	1	0
740	Кам'янецький підкоморний суд, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1796-1913	1	0
741	Кам'янець-Подільське відділення біблійного товариства, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1817-1825	1	0
743	Єліашевич В'ячеслав Казимирович – нотаріус, м-ко Хмільник Літинського повіту Подільської губернії	1914-1914	1	0
744	Приворотське чоловіче духовне училище, с. Привороття Ушицького повіту Подільської губернії	1894-1912	1	1
745	Товариство Подільської залізниці, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1911-1913	1	0
746	Понінківське поштово-телеграфне відділення Київського поштово-телеграфного округу, с. Понінка Новоград-Волинського повіту Волинської губернії	1916-1916	1	0
747	Подільська губернська у справах про вибори до IV Державної Думи комісія, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1912-1912	2	1
748	Правління товариства Степанівського цукровобурякового заводу, с. Степанівка Брацлавського повіту Подільської губернії	1867-1877	1	0
749	Кам'янецька повітова у справах про вибори до ІІІ Державної Думи комісія, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1907-1907	1	0
750	Редакція часопису “Подільські єпархіальні відомості”, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1862-1865	1	0
751	Летичівська повітова у справах про вибори до IV Державної Думи комісія, м. Летичів Летичівського повіту Подільської губернії	1912-1912	1	0
753	Завідуючий Заславською сільською вартою, м. Заслав Заславського повіту Волинської губернії	1863-1864	1	0
754	Лабунський повітовий суд, м-ко Лабунь Заславського повіту Волинської губернії	1795-1795	1	0
755	Заславська повітова поліцейська управа, м. Заслав Заславського повіту Волинської губернії	1864-1864	1	0
756	Правління товариства Старосинявського цукрового заводу, м-ко Стара Синява Літинського повіту Подільської губернії	1895-1896	1	0
757	Затонський Авксентій Матвійович – нотаріус, м. Нова Ушиця Ушицького повіту Подільської губернії	1907-1919	1	0
759	Валявський Петро Фабіанович – нотаріус, м. Летичів Летичівського повіту Подільської губернії	1880-1882	1	0
760	Бурімов Василь Андрійович – нотаріус, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1896-1909	1	0
761	Генінг – нотаріус, м. Проскурів Проскурівського повіту Подільської губернії	1887-1888	1	0
762	Бурімов Василь Андрійович – нотаріус, м. Летичів Летичівського повіту Подільської губернії	1883-1887	1	0
763	Дробович-Славенський Василь Федорович – нотаріус, м-ко Дунаївці Ушицького повіту Подільської губернії	1883-1888	1	0
764	Баговицький волосний суд, с. Баговиця Кам'янецького повіту Подільської губернії	1904-1915	1	0
765	Проскурівське управління відділу з транспортування поранених Всеросійської земської спілки допомоги хворим і пораненим воїнам, м. Проскурів Проскурівського повіту Подільської губернії	1917-1917	1	0
766	Холодильний склад Шепетівського гарнізону, м-ко Шепетівка Ізяславського повіту Волинської губернії	1916-1917	1	0
767	Управління військового начальника Збаразького повіту, м. Збараж Збаразького повіту Волинської губернії	1916-1917	1	0
768	Шепетівський військово-продовольчий магазин Кивського окружного інтендантського управління, м-ко Шепетівка Ізяславського повіту Волинської губернії	1912-1917	1	0
769	Кручилинецьке волосне правління, с. Кручі Ямпільського повіту Подільської губернії	1846-1846	1	0
770	Кам'янець-Подільська міська виконавча продовольча комісія, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1918-1918	1	0
771	Проскурівський продовольчий магазин Київського окружного інтендантського управління, м. Проскурів Проскурівського повіту Подільської губернії	1904-1908	1	1
772	Ізяславський продовольчий магазин Київського окружного інтендантського управління, м. Ізяслав Ізяславського повіту Волинської губернії	1911-1913	1	0
773	Начальник гарнізону містечок Волочиськ та Підволочиськ, м-ко Волочиськ Старокостянтинівського повіту Волинської губернії		1	0
775	Волочиська лікарська пересувна комісія 110-го польового запасного шпиталю, м-ко Волочиськ Старокостянтинівського повіту Волинської губернії	1916-1917	1	0
776	Товариш прокурора Кам'янець-Подільського окружного суду по 1-й Балтській судово-слідчій дільниці, м. Балта Балтського повіту Подільської губернії	1901-1908	1	24
777	Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Балтській судово-слідчій дільниці, м. Балта Балтського повіту Подільської губернії	1902-1906	1	32
778	Товариш прокурора Кам'янець-Подільського окружного суду по 3-й Балтській судово-слідчій дільниці, м. Балта Балтського повіту Подільської губернії	1906-1908	1	14
779	Товариш прокурора Кам'янець-Подільського окружного суду по Балтській дільниці (2-а, 4-а, 5-а судово-слідчі дільниці), м. Балта Балтського повіту Подільської губернії	1880-1906	1	33
780	Товариш прокурора Кам'янець-Подільського окружного суду по Брацлавській дільниці (1-а, 2-а, 4-а судовослідчі дільниці), м. Брацлав Брацлавського повіту Подільської губернії	1881-1913	1	60
781	Товариш прокурора Кам'янець-Подільського окружного суду по 1-й Вінницькій судово-слідчій дільниці, м. Вінниця Вінницького повіту Подільської губернії	1902-1906	1	7
782	Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Вінницькій судово-слідчій дільниці, м. Вінниця Вінницького повіту Подільської губернії	1898-1908	1	27
783	Товариш прокурора Кам'янець-Подільського окружного суду по 3-й Вінницькій судово-слідчій дільниці, м. Вінниця Вінницького повіту Подільської губернії	1906-1908	1	24
784	Товариш прокурора Кам'янець-Подільського окружного суду по Вінницькій дільниці, м. Вінниця Вінницького повіту Подільської губернії	1891-1900	1	2
786	Товариш прокурора Кам'янець-Подільського окружного суду по 1-й Кам'янецькій дільниці, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1897-1909	1	98
787	Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Кам'янецькій судово-слідчій дільниці, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1902-1908	1	22
788	Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Кам'янецькій дільниці, м. Кам'янець-Подільський Кам'янецького повіту Подільської губернії	1880-1900	1	30
789	Товариш прокурора Кам'янець-Подільського окружного суду по Летичівській дільниці, м. Летичів Летичівського повіту Подільської губернії	1902-1909	1	43
790	Товариш прокурора Кам'янець-Подільського окружного суду по 1-й Літинській судово-слідчій дільниці, м. Літин Літинського повіту Подільської губернії	1905-1908	1	6
791	Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Літинській судово-слідчій дільниці, м-ко Хмільник Літинського повіту Подільської губернії	1906-1907	1	4
792	Товариш прокурора Кам'янець-Подільського окружного суду по Літинській дільниці, м. Літин Літинського повіту Подільської губернії	1887-1908	1	40
793	Товариш прокурора Кам'янець-Подільського окружного суду по 2-й Могилівській судово-слідчій дільниці, м. Могилів-Подільський Могилівського повіту Подільської губернії	1905-1907	1	8
794	Товариш прокурора Кам'янець-Подільського окружного суду по Ольгопільській дільниці, м. Ольгопіль Ольгопільського повіту Подільської губернії	1880-1908	1	144
795	Товариш прокурора Кам'янець-Подільського окружного суду по Проскурівській дільниці, м. Проскурів Проскурівського повіту Подільської губернії	1883-1910	1	63
796	Товариш прокурора Кам'янець-Подільського окружного суду по Ушицькій дільниці, м. Нова Ушиця Ушицького повіту Подільської губернії	1881-1919	1	99
797	Товариш прокурора Кам'янець-Подільського окружного суду по Ямпільській дільниці, м. Ямпіль Ямпільського повіту Подільської губернії	1880-1915	1	40
